state,county,party,total_votes,number,per capita income
Kentucky,Leslie,REP,4318,2988,16424
Kentucky,Leslie,DEM,446,2988,16424
Missouri,Ripley,REP,4838,2989,16408
Missouri,Ripley,DEM,833,2989,16408
Missouri,Douglas,REP,5896,2990,16404
Missouri,Douglas,DEM,1012,2990,16404
Kentucky,Wayne,REP,7430,2991,16396
Kentucky,Wayne,DEM,1700,2991,16396
Virginia,Greensville,DEM,2627,2992,16380
Virginia,Greensville,REP,1914,2992,16380
Kentucky,Bath,REP,3986,2993,16367
Kentucky,Bath,DEM,1573,2993,16367
Missouri,Cedar,REP,5786,2994,16362
Missouri,Cedar,DEM,1143,2994,16362
Oregon,Malheur,REP,8101,2995,16352
Oregon,Malheur,DEM,3202,2995,16352
Missouri,Oregon,REP,3847,2996,16331
Missouri,Oregon,DEM,823,2996,16331
Texas,Walker,REP,15368,2997,16330
Texas,Walker,DEM,7875,2997,16330
Florida,Hamilton,REP,3815,2998,16295
Florida,Hamilton,DEM,1963,2998,16295
South Dakota,Bennett,REP,694,2999,16275
South Dakota,Bennett,DEM,466,2999,16275
Florida,Liberty,REP,2846,3000,16266
Florida,Liberty,DEM,693,3000,16266
Kentucky,Harlan,REP,9367,3001,16257
Kentucky,Harlan,DEM,1494,3001,16257
Kentucky,Morgan,REP,4297,3002,16233
Kentucky,Morgan,DEM,1172,3002,16233
Texas,Culberson,DEM,438,3003,16227
Texas,Culberson,REP,415,3003,16227
Mississippi,JeffersonDavis,DEM,3599,3004,16216
Mississippi,JeffersonDavis,REP,2534,3004,16216
Michigan,Lake,REP,3946,3005,16202
Michigan,Lake,DEM,2288,3005,16202
Virginia,Radford,DEM,3358,3006,16181
Virginia,Radford,REP,2786,3006,16181
Texas,Garza,REP,1411,3007,16175
Texas,Garza,DEM,231,3007,16175
Texas,Presidio,DEM,1463,3008,16175
Texas,Presidio,REP,721,3008,16175
Georgia,Burke,REP,5400,3009,16171
Georgia,Burke,DEM,5209,3009,16171
Florida,Hendry,REP,7904,3010,16133
Florida,Hendry,DEM,4929,3010,16133
Kentucky,Lewis,REP,4986,3011,16132
Kentucky,Lewis,DEM,823,3011,16132
New Mexico,Cibola,DEM,4745,3012,16129
New Mexico,Cibola,REP,3975,3012,16129
New Mexico,Luna,REP,4407,3013,16114
New Mexico,Luna,DEM,3565,3013,16114
Virginia,Brunswick,DEM,4552,3014,16060
Virginia,Brunswick,REP,3357,3014,16060
Georgia,Chattooga,REP,8064,3015,16045
Georgia,Chattooga,DEM,1854,3015,16045
Arkansas,Sevier,REP,3884,3016,16021
Arkansas,Sevier,DEM,1116,3016,16021
Florida,Glades,REP,3781,3017,16011
Florida,Glades,DEM,1384,3017,16011
Arkansas,Lawrence,REP,4569,3018,15971
Arkansas,Lawrence,DEM,1080,3018,15971
Kentucky,Whitley,REP,12567,3019,15960
Kentucky,Whitley,DEM,2552,3019,15960
Georgia,Atkinson,REP,2300,3020,15958
Georgia,Atkinson,DEM,825,3020,15958
Idaho,Owyhee,REP,3819,3021,15945
Idaho,Owyhee,DEM,816,3021,15945
Kentucky,Menifee,REP,2311,3022,15942
Kentucky,Menifee,DEM,750,3022,15942
Texas,Mitchell,REP,2169,3023,15936
Texas,Mitchell,DEM,397,3023,15936
Kentucky,Jackson,REP,5450,3024,15880
Kentucky,Jackson,DEM,605,3024,15880
Texas,Frio,REP,2812,3025,15863
Texas,Frio,DEM,2421,3025,15863
Georgia,Echols,REP,1256,3026,15861
Georgia,Echols,DEM,167,3026,15861
South Dakota,Mellette,REP,449,3027,15760
South Dakota,Mellette,DEM,298,3027,15760
Tennessee,Lauderdale,REP,5672,3028,15758
Tennessee,Lauderdale,DEM,3193,3028,15758
Alabama,Monroe,REP,6129,3029,15749
Alabama,Monroe,DEM,4425,3029,15749
Tennessee,Bledsoe,REP,4725,3030,15747
Tennessee,Bledsoe,DEM,971,3030,15747
Mississippi,Sharkey,DEM,1465,3031,15744
Mississippi,Sharkey,REP,688,3031,15744
Mississippi,Coahoma,DEM,6130,3032,15742
Mississippi,Coahoma,REP,2400,3032,15742
Georgia,Grady,REP,7034,3033,15734
Georgia,Grady,DEM,3619,3033,15734
Montana,BigHorn,DEM,2491,3034,15695
Montana,BigHorn,REP,2207,3034,15695
Georgia,Mitchell,REP,4935,3035,15694
Georgia,Mitchell,DEM,3995,3035,15694
Tennessee,Grundy,REP,4795,3036,15683
Tennessee,Grundy,DEM,985,3036,15683
North Carolina,Scotland,REP,7473,3037,15679
North Carolina,Scotland,DEM,7186,3037,15679
Arkansas,Jackson,REP,3593,3038,15609
Arkansas,Jackson,DEM,1365,3038,15609
Alabama,Conecuh,REP,3435,3039,15605
Alabama,Conecuh,DEM,2951,3039,15605
Montana,Glacier,DEM,3610,3040,15604
Montana,Glacier,REP,1884,3040,15604
Kentucky,Casey,REP,6179,3041,15603
Kentucky,Casey,DEM,918,3041,15603
South Dakota,Dewey,DEM,1131,3042,15558
South Dakota,Dewey,REP,790,3042,15558
Missouri,Mississippi,REP,3537,3043,15558
Missouri,Mississippi,DEM,1178,3043,15558
Mississippi,Tunica,DEM,2580,3044,15549
Mississippi,Tunica,REP,926,3044,15549
Florida,Madison,REP,5576,3045,15538
Florida,Madison,DEM,3747,3045,15538
Kentucky,Martin,REP,3496,3046,15525
Kentucky,Martin,DEM,403,3046,15525
Mississippi,Montgomery,REP,2917,3047,15523
Mississippi,Montgomery,DEM,2121,3047,15523
Arkansas,St.Francis,DEM,3604,3048,15511
Arkansas,St.Francis,REP,3242,3048,15511
North Dakota,Rolette,DEM,2482,3049,15502
North Dakota,Rolette,REP,1257,3049,15502
North Dakota,Sioux,DEM,804,3050,15478
North Dakota,Sioux,REP,258,3050,15478
Utah,SanJuan,REP,3525,3051,15476
Utah,SanJuan,DEM,3082,3051,15476
Texas,Reeves,REP,2249,3052,15467
Texas,Reeves,DEM,1394,3052,15467
Florida,Hardee,REP,6122,3053,15366
Florida,Hardee,DEM,2298,3053,15366
North Carolina,Robeson,REP,26012,3054,15343
North Carolina,Robeson,DEM,18094,3054,15343
Georgia,Tattnall,REP,6053,3055,15280
Georgia,Tattnall,DEM,2061,3055,15280
Kentucky,Powell,REP,4041,3056,15174
Kentucky,Powell,DEM,1367,3056,15174
Texas,Kenedy,REP,127,3057,15157
Texas,Kenedy,DEM,65,3057,15157
Idaho,Madison,REP,13559,3058,15133
Idaho,Madison,DEM,2666,3058,15133
Texas,Madison,REP,4165,3059,15131
Texas,Madison,DEM,1084,3059,15131
Kentucky,Magoffin,REP,4174,3060,15118
Kentucky,Magoffin,DEM,1213,3060,15118
Oklahoma,Adair,REP,5585,3061,15116
Oklahoma,Adair,DEM,1387,3061,15116
Kentucky,Bell,REP,8140,3062,15091
Kentucky,Bell,DEM,1789,3062,15091
Florida,DeSoto,REP,8313,3063,15088
Florida,DeSoto,DEM,4259,3063,15088
Colorado,Bent,REP,1503,3064,15081
Colorado,Bent,DEM,732,3064,15081
Arkansas,Lincoln,REP,2725,3065,15023
Arkansas,Lincoln,DEM,1031,3065,15023
South Carolina,Dillon,REP,6582,3066,14988
South Carolina,Dillon,DEM,6436,3066,14988
Tennessee,Hardeman,REP,5760,3067,14975
Tennessee,Hardeman,DEM,4180,3067,14975
Alabama,Greene,DEM,3880,3068,14930
Alabama,Greene,REP,875,3068,14930
Georgia,Calhoun,DEM,1260,3069,14868
Georgia,Calhoun,REP,923,3069,14868
South Carolina,Williamsburg,DEM,10289,3070,14845
South Carolina,Williamsburg,REP,5532,3070,14845
Texas,Jones,REP,5621,3071,14827
Texas,Jones,DEM,989,3071,14827
Virginia,Lexington,DEM,1797,3072,14763
Virginia,Lexington,REP,908,3072,14763
Georgia,Jefferson,DEM,4061,3073,14757
Georgia,Jefferson,REP,3537,3073,14757
Missouri,Wright,REP,7452,3074,14752
Missouri,Wright,DEM,1167,3074,14752
South Carolina,Lee,DEM,5329,3075,14740
South Carolina,Lee,REP,3008,3075,14740
Wisconsin,Menominee,DEM,1303,3076,14710
Wisconsin,Menominee,REP,278,3076,14710
Texas,Cameron,DEM,63732,3077,14710
Texas,Cameron,REP,48834,3077,14710
Kentucky,Breathitt,REP,4265,3078,14706
Kentucky,Breathitt,DEM,1301,3078,14706
Florida,Calhoun,REP,5274,3079,14675
Florida,Calhoun,DEM,1209,3079,14675
South Carolina,Marlboro,DEM,6290,3080,14577
South Carolina,Marlboro,REP,5044,3080,14577
Texas,Webb,DEM,41820,3081,14553
Texas,Webb,REP,25898,3081,14553
Georgia,Dooly,REP,2159,3082,14510
Georgia,Dooly,DEM,1911,3082,14510
Mississippi,Greene,REP,4794,3083,14463
Mississippi,Greene,DEM,966,3083,14463
Georgia,Taliaferro,DEM,561,3084,14381
Georgia,Taliaferro,REP,360,3084,14381
Kentucky,Knox,REP,11010,3085,14367
Kentucky,Knox,DEM,2111,3085,14367
Texas,Brooks,DEM,1470,3086,14345
Texas,Brooks,REP,998,3086,14345
Tennessee,Hancock,REP,2372,3087,14326
Tennessee,Hancock,DEM,362,3087,14326
Mississippi,Leflore,DEM,5444,3088,14307
Mississippi,Leflore,REP,2623,3088,14307
Mississippi,Yazoo,DEM,4533,3089,14291
Mississippi,Yazoo,REP,4370,3089,14291
South Dakota,Corson,REP,647,3090,14262
South Dakota,Corson,DEM,622,3090,14262
Texas,Hidalgo,DEM,127507,3091,14222
Texas,Hidalgo,REP,89991,3091,14222
Georgia,BenHill,REP,4110,3092,14204
Georgia,BenHill,DEM,2392,3092,14204
Georgia,Quitman,REP,604,3093,14201
Georgia,Quitman,DEM,497,3093,14201
New Mexico,Guadalupe,DEM,1234,3094,14198
New Mexico,Guadalupe,REP,916,3094,14198
Kentucky,Wolfe,REP,2097,3095,14157
Kentucky,Wolfe,DEM,837,3095,14157
Alabama,Sumter,DEM,4639,3096,14156
Alabama,Sumter,REP,1598,3096,14156
Illinois,Lawrence,REP,4849,3097,14147
Illinois,Lawrence,DEM,1414,3097,14147
Texas,Hudspeth,REP,771,3098,14142
Texas,Hudspeth,DEM,371,3098,14142
West Virginia,McDowell,REP,5148,3099,14093
West Virginia,McDowell,DEM,1333,3099,14093
Kentucky,Elliott,REP,2246,3100,14040
Kentucky,Elliott,DEM,712,3100,14040
Kentucky,Lee,REP,2159,3101,13969
Kentucky,Lee,DEM,459,3101,13969
Mississippi,Quitman,DEM,2138,3102,13954
Mississippi,Quitman,REP,1020,3102,13954
Georgia,Macon,DEM,2857,3103,13865
Georgia,Macon,REP,1783,3103,13865
Mississippi,Kemper,DEM,2887,3104,13795
Mississippi,Kemper,REP,1787,3104,13795
Mississippi,Issaquena,DEM,355,3105,13731
Mississippi,Issaquena,REP,308,3105,13731
Alabama,Perry,DEM,3849,3106,13716
Alabama,Perry,REP,1336,3106,13716
Texas,Maverick,DEM,8324,3107,13668
Texas,Maverick,REP,6881,3107,13668
Pennsylvania,Forest,REP,1864,3108,13646
Pennsylvania,Forest,DEM,715,3108,13646
Illinois,Alexander,REP,3056,3109,13619
Illinois,Alexander,DEM,2522,3109,13619
Kentucky,Owsley,REP,1670,3110,13611
Kentucky,Owsley,DEM,216,3110,13611
Florida,Union,REP,5133,3111,13590
Florida,Union,DEM,1053,3111,13590
Louisiana,Madison,DEM,2654,3112,13585
Louisiana,Madison,REP,1930,3112,13585
Kentucky,Clay,REP,6677,3113,13542
Kentucky,Clay,DEM,831,3113,13542
Alabama,Wilcox,DEM,4036,3114,13379
Alabama,Wilcox,REP,1826,3114,13379
South Carolina,Allendale,DEM,2718,3115,13334
South Carolina,Allendale,REP,835,3115,13334
Texas,LaSalle,REP,1335,3116,13307
Texas,LaSalle,DEM,1052,3116,13307
Georgia,Stewart,DEM,1182,3117,13238
Georgia,Stewart,REP,801,3117,13238
Georgia,Wilcox,REP,2403,3118,13228
Georgia,Wilcox,DEM,862,3118,13228
Georgia,Clay,DEM,790,3119,12982
Georgia,Clay,REP,637,3119,12982
Mississippi,Humphreys,DEM,2994,3120,12874
Mississippi,Humphreys,REP,1115,3120,12874
Texas,Zavala,DEM,2864,3121,12828
Texas,Zavala,REP,1490,3121,12828
Mississippi,Noxubee,DEM,4040,3122,12780
Mississippi,Noxubee,REP,1240,3122,12780
