state,county,party_x,DEM_votes,party_y,REP_votes
Kansas,Ford,REP,5763,DEM,2926
Kansas,Franklin,REP,8326,DEM,3623
Kansas,Geary,REP,5193,DEM,3825
Kansas,Gove,REP,1256,DEM,163
Kansas,Graham,REP,1052,DEM,222
Kansas,Grant,REP,1910,DEM,497
Kansas,Gray,REP,1871,DEM,337
Kansas,Greeley,REP,537,DEM,77
Kansas,Greenwood,REP,2404,DEM,562
Kansas,Hamilton,REP,684,DEM,134
Kansas,Harper,REP,2128,DEM,453
Kansas,Harvey,REP,10015,DEM,6652
Kansas,Haskell,REP,1103,DEM,261
Kansas,Hodgeman,REP,866,DEM,151
Kansas,Jackson,REP,4435,DEM,1852
Kansas,Jefferson,REP,6193,DEM,3106
Kansas,Jewell,REP,1369,DEM,211
Kansas,Johnson,REP,151280,DEM,177925
Kansas,Kearny,REP,1134,DEM,255
Kansas,Kingman,REP,3102,DEM,745
Kansas,Kiowa,REP,957,DEM,153
Kansas,Labette,REP,5639,DEM,2607
Kansas,Lane,REP,757,DEM,114
Kansas,Leavenworth,REP,21378,DEM,13753
Kansas,Lincoln,REP,1273,DEM,266
Kansas,Linn,REP,3940,DEM,863
Kansas,Logan,REP,1231,DEM,185
Kansas,Lyon,REP,7381,DEM,5878
Kansas,McPherson,REP,9562,DEM,3977
Kansas,Marion,REP,4377,DEM,1463
Kansas,Marshall,REP,3662,DEM,1239
Kansas,Meade,REP,1508,DEM,261
Kansas,Miami,REP,12116,DEM,5133
Kansas,Mitchell,REP,2454,DEM,547
Kansas,Montgomery,REP,9768,DEM,3147
Kansas,Morris,REP,2085,DEM,721
Kansas,Morton,REP,1004,DEM,147
Kansas,Nemaha,REP,4612,DEM,920
Kansas,Neosho,REP,4795,DEM,1727
Kansas,Ness,REP,1315,DEM,147
Kansas,Norton,REP,1977,DEM,361
Kansas,Osage,REP,5591,DEM,2099
Kansas,Osborne,REP,1590,DEM,275
Kansas,Ottawa,REP,2581,DEM,504
Kansas,Pawnee,REP,2028,DEM,635
Kansas,Phillips,REP,2855,DEM,373
Kansas,Pottawatomie,REP,9247,DEM,3257
Kansas,Pratt,REP,3087,DEM,924
Kansas,Rawlins,REP,1253,DEM,214
Kansas,Reno,REP,17948,DEM,8602
Kansas,Republic,REP,2172,DEM,420
Kansas,Rice,REP,3187,DEM,953
Kansas,Riley,REP,11174,DEM,11940
Kansas,Rooks,REP,2294,DEM,332
Kansas,Rush,REP,1425,DEM,291
Kansas,Russell,REP,2765,DEM,591
Kansas,Saline,REP,15313,DEM,8022
Kansas,Scott,REP,1991,DEM,290
Kansas,Sedgwick,REP,117653,DEM,90820
Kansas,Seward,REP,3285,DEM,1736
Kansas,Shawnee,REP,39890,DEM,42032
Kansas,Sheridan,REP,1237,DEM,144
Kansas,Sherman,REP,2222,DEM,386
Kansas,Smith,REP,1734,DEM,328
Kansas,Stafford,REP,1631,DEM,355
Kansas,Stanton,REP,607,DEM,147
Kansas,Stevens,REP,1731,DEM,233
Kansas,Sumner,REP,7998,DEM,2551
Kansas,Thomas,REP,3106,DEM,622
Kansas,Trego,REP,1341,DEM,238
Kansas,Wabaunsee,REP,2813,DEM,956
Kansas,Wallace,REP,762,DEM,44
Kansas,Washington,REP,2332,DEM,467
Kansas,Wichita,REP,803,DEM,147
Kansas,Wilson,REP,3111,DEM,711
Kansas,Woodson,REP,1189,DEM,283
Kansas,Wyandotte,REP,18512,DEM,35566
Kentucky,Adair,REP,7275,DEM,1391
Kentucky,Allen,REP,7586,DEM,1642
Kentucky,Anderson,REP,9651,DEM,3339
Kentucky,Ballard,REP,3356,DEM,825
Kentucky,Barren,REP,14646,DEM,5115
Kentucky,Bath,REP,3986,DEM,1573
Kentucky,Bell,REP,8140,DEM,1789
Kentucky,Boone,REP,44811,DEM,20897
Kentucky,Bourbon,REP,6190,DEM,3296
Kentucky,Boyd,REP,14295,DEM,7083
Kentucky,Boyle,REP,8872,DEM,5298
Kentucky,Bracken,REP,3397,DEM,799
Kentucky,Breathitt,REP,4265,DEM,1301
Kentucky,Breckinridge,REP,7701,DEM,2350
Kentucky,Bullitt,REP,30708,DEM,10551
Kentucky,Butler,REP,4960,DEM,1078
Kentucky,Caldwell,REP,4905,DEM,1432
Kentucky,Calloway,REP,11351,DEM,5794
Kentucky,Campbell,REP,28482,DEM,19373
Kentucky,Carlisle,REP,2159,DEM,463
Kentucky,Carroll,REP,2954,DEM,1116
Kentucky,Carter,REP,8775,DEM,2642
Kentucky,Casey,REP,6179,DEM,918
Kentucky,Christian,REP,15080,DEM,8296
Kentucky,Clark,REP,11811,DEM,6004
Kentucky,Clay,REP,6677,DEM,831
Kentucky,Clinton,REP,4280,DEM,603
Kentucky,Crittenden,REP,3451,DEM,731
Kentucky,Cumberland,REP,2769,DEM,508
Kentucky,Daviess,REP,31023,DEM,17283
Kentucky,Edmonson,REP,4828,DEM,1227
Kentucky,Elliott,REP,2246,DEM,712
Kentucky,Estill,REP,5100,DEM,1355
Kentucky,Fayette,REP,58845,DEM,90566
Kentucky,Fleming,REP,5534,DEM,1474
Kentucky,Floyd,REP,12211,DEM,3855
Kentucky,Franklin,REP,12900,DEM,12650
Kentucky,Fulton,REP,1605,DEM,791
Kentucky,Gallatin,REP,2955,DEM,822
Kentucky,Garrard,REP,6754,DEM,1830
Kentucky,Grant,REP,8725,DEM,2205
Kentucky,Graves,REP,13206,DEM,3559
Kentucky,Grayson,REP,9453,DEM,2400
Kentucky,Green,REP,4838,DEM,920
Kentucky,Greenup,REP,13064,DEM,4873
Kentucky,Hancock,REP,3145,DEM,1351
Kentucky,Hardin,REP,29832,DEM,18101
Kentucky,Harlan,REP,9367,DEM,1494
Kentucky,Harrison,REP,6334,DEM,2400
Kentucky,Hart,REP,6345,DEM,1908
Kentucky,Henderson,REP,12730,DEM,7639
Kentucky,Henry,REP,5843,DEM,2142
Kentucky,Hickman,REP,1714,DEM,458
Kentucky,Hopkins,REP,15757,DEM,5439
Kentucky,Jackson,REP,5450,DEM,605
Kentucky,Jefferson,REP,150619,DEM,228288
Kentucky,Jessamine,REP,17096,DEM,8567
Kentucky,Johnson,REP,8446,DEM,1607
Kentucky,Kenton,REP,48123,DEM,32265
Kentucky,Knott,REP,4779,DEM,1412
Kentucky,Knox,REP,11010,DEM,2111
Kentucky,Larue,REP,5685,DEM,1504
Kentucky,Laurel,REP,23234,DEM,4474
Kentucky,Lawrence,REP,5633,DEM,1238
Kentucky,Lee,REP,2159,DEM,459
Kentucky,Leslie,REP,4318,DEM,446
Kentucky,Letcher,REP,7226,DEM,1799
Kentucky,Lewis,REP,4986,DEM,823
Kentucky,Lincoln,REP,8489,DEM,2254
Kentucky,Livingston,REP,4010,DEM,939
Kentucky,Logan,REP,9067,DEM,3094
Kentucky,Lyon,REP,3100,DEM,1092
Kentucky,McCracken,REP,21820,DEM,11190
Kentucky,McCreary,REP,5664,DEM,725
Kentucky,McLean,REP,3633,DEM,1074
Kentucky,Madison,REP,27353,DEM,15580
Kentucky,Magoffin,REP,4174,DEM,1213
Kentucky,Marion,REP,6113,DEM,2722
Kentucky,Marshall,REP,13297,DEM,4071
Kentucky,Martin,REP,3496,DEM,403
Kentucky,Mason,REP,5477,DEM,2362
Kentucky,Meade,REP,10184,DEM,3632
Kentucky,Menifee,REP,2311,DEM,750
Kentucky,Mercer,REP,8506,DEM,3033
Kentucky,Metcalfe,REP,3957,DEM,973
Kentucky,Monroe,REP,4628,DEM,657
Kentucky,Montgomery,REP,8993,DEM,3630
Kentucky,Morgan,REP,4297,DEM,1172
Kentucky,Muhlenberg,REP,10496,DEM,3544
Kentucky,Nelson,REP,15703,DEM,7188
Kentucky,Nicholas,REP,2407,DEM,954
Kentucky,Ohio,REP,8582,DEM,2404
Kentucky,Oldham,REP,22651,DEM,14504
Kentucky,Owen,REP,4292,DEM,1098
Kentucky,Owsley,REP,1670,DEM,216
Kentucky,Pendleton,REP,5515,DEM,1322
Kentucky,Perry,REP,8118,DEM,2350
Kentucky,Pike,REP,20279,DEM,4862
Kentucky,Powell,REP,4041,DEM,1367
Kentucky,Pulaski,REP,25441,DEM,5664
Kentucky,Robertson,REP,884,DEM,253
Kentucky,Rockcastle,REP,6577,DEM,1134
Kentucky,Rowan,REP,5994,DEM,3880
Kentucky,Russell,REP,7506,DEM,1329
Kentucky,Scott,REP,17764,DEM,10564
Kentucky,Shelby,REP,15054,DEM,8076
Kentucky,Simpson,REP,5888,DEM,2681
Kentucky,Spencer,REP,8737,DEM,2530
Kentucky,Taylor,REP,9376,DEM,2961
Kentucky,Todd,REP,4060,DEM,1202
Kentucky,Trigg,REP,5487,DEM,1791
Kentucky,Trimble,REP,3227,DEM,1012
Kentucky,Union,REP,4965,DEM,1529
Kentucky,Warren,REP,31790,DEM,22477
Kentucky,Washington,REP,4482,DEM,1644
Kentucky,Wayne,REP,7430,DEM,1700
Kentucky,Webster,REP,4506,DEM,1412
Kentucky,Whitley,REP,12567,DEM,2552
Kentucky,Wolfe,REP,2097,DEM,837
Kentucky,Woodford,REP,8362,DEM,6530
Louisiana,Acadia,REP,22596,DEM,5443
Louisiana,Allen,REP,7574,DEM,2108
Louisiana,Ascension,REP,40687,DEM,20399
Louisiana,Assumption,REP,7271,DEM,3833
Louisiana,Avoyelles,REP,12028,DEM,4979
Louisiana,Beauregard,REP,13575,DEM,2542
Louisiana,Bienville,REP,3891,DEM,3067
Louisiana,Bossier,REP,38074,DEM,15662
Louisiana,Caddo,REP,48021,DEM,55110
Louisiana,Calcasieu,REP,55066,DEM,25982
Louisiana,Caldwell,REP,3976,DEM,745
Louisiana,Cameron,REP,3671,DEM,324
Louisiana,Catahoula,REP,3541,DEM,1269
Louisiana,Claiborne,REP,3770,DEM,2731
Louisiana,Concordia,REP,5550,DEM,3177
Louisiana,De Soto,REP,9112,DEM,5457
Louisiana,East Baton Rouge,REP,88420,DEM,115577
Louisiana,East Carroll,REP,1080,DEM,1900
Louisiana,East Feliciana,REP,6064,DEM,4280
Louisiana,Evangeline,REP,11053,DEM,4158
Louisiana,Franklin,REP,6970,DEM,2658
Louisiana,Grant,REP,8117,DEM,1157
Louisiana,Iberia,REP,21251,DEM,11027
Louisiana,Iberville,REP,7893,DEM,8514
Louisiana,Jackson,REP,5394,DEM,2143
Louisiana,Jefferson,REP,105949,DEM,84477
Louisiana,Jefferson Davis,REP,11423,DEM,3208
Louisiana,Lafayette,REP,72519,DEM,39685
Louisiana,Lafourche,REP,36024,DEM,8672
Louisiana,LaSalle,REP,6378,DEM,638
Louisiana,Lincoln,REP,11311,DEM,7559
Louisiana,Livingston,REP,54877,DEM,9249
Louisiana,Madison,REP,1930,DEM,2654
Louisiana,Morehouse,REP,6510,DEM,4946
Louisiana,Natchitoches,REP,9358,DEM,6896
Louisiana,Orleans,REP,26664,DEM,147854
Louisiana,Ouachita,REP,42255,DEM,25913
Louisiana,Plaquemines,REP,7412,DEM,3414
Louisiana,Pointe Coupee,REP,7503,DEM,4683
Louisiana,Rapides,REP,38347,DEM,19475
Louisiana,Red River,REP,2413,DEM,1644
Louisiana,Richland,REP,6607,DEM,3225
Louisiana,Sabine,REP,8776,DEM,1731
Louisiana,St. Bernard,REP,11179,DEM,6151
Louisiana,St. Charles,REP,18233,DEM,9800
Louisiana,St. Helena,REP,2714,DEM,3346
Louisiana,St. James,REP,5954,DEM,6510
Louisiana,St. John the Baptist,REP,7538,DEM,13582
Louisiana,St. Landry,REP,23171,DEM,17372
Louisiana,St. Martin,REP,18203,DEM,8439
Louisiana,St. Mary,REP,14811,DEM,8055
Louisiana,St. Tammany,REP,99666,DEM,37746
Louisiana,Tangipahoa,REP,37806,DEM,18887
Louisiana,Tensas,REP,1197,DEM,1329
Louisiana,Terrebonne,REP,34339,DEM,11198
Louisiana,Union,REP,8407,DEM,2654
Louisiana,Vermilion,REP,21930,DEM,5009
Louisiana,Vernon,REP,14107,DEM,2898
Louisiana,Washington,REP,13307,DEM,5970
Louisiana,Webster,REP,11830,DEM,6172
Louisiana,West Baton Rouge,REP,7684,DEM,6200
Louisiana,West Carroll,REP,4317,DEM,710
Louisiana,West Feliciana,REP,3863,DEM,2298
Louisiana,Winn,REP,4619,DEM,1543
Maine,Aroostook,REP,1141,DEM,1069
Maine,Franklin,REP,0,DEM,0
Maine,Franklin,REP,0,DEM,381
Maine,Hancock,REP,0,DEM,0
Maine,Hancock,REP,0,DEM,659
Maine,Oxford,REP,0,DEM,0
Maine,Oxford,REP,0,DEM,807
Maine,Penobscot,REP,0,DEM,0
Maine,Penobscot,REP,0,DEM,512
Maine,Piscataquis Cty Townshps,REP,61,DEM,26
Maine,Somerset,REP,0,DEM,0
Maine,Washington,REP,0,DEM,0
Maine,Washington,REP,0,DEM,415
Maine,Indian Township Vtng Dst,REP,0,DEM,0
Maine,Oxbow Plt.,REP,0,DEM,0
Maine,Pleasant Point Votng Dst,REP,0,DEM,0
Maine,Auburn,REP,5426,DEM,6471
Maine,Durham,REP,1333,DEM,1361
Maine,Greene,REP,1663,DEM,914
Maine,Leeds,REP,818,DEM,505
Maine,Lewiston,REP,7206,DEM,9578
Maine,Lisbon,REP,2853,DEM,2190
Maine,Livermore,REP,783,DEM,573
Maine,Livermore Falls,REP,809,DEM,540
Maine,Mechanic Falls,REP,989,DEM,650
Maine,Minot,REP,1040,DEM,676
Maine,Poland,REP,1906,DEM,1513
Maine,Sabattus,REP,1765,DEM,1034
Maine,Turner,REP,2052,DEM,1288
Maine,Wales,REP,616,DEM,275
Maine,Allagash,REP,95,DEM,74
Maine,Amity,REP,0,DEM,0
Maine,Ashland,REP,0,DEM,0
Maine,Blaine,REP,0,DEM,0
Maine,Bridgewater,REP,214,DEM,82
Maine,Caribou,REP,2262,DEM,1702
Maine,Cary Plt.,REP,0,DEM,0
Maine,Castle Hill,REP,130,DEM,97
Maine,Caswell,REP,0,DEM,0
Maine,Chapman,REP,177,DEM,97
Maine,Crystal,REP,120,DEM,39
Maine,Cyr Plt.,REP,0,DEM,0
Maine,Dyer Brook,REP,106,DEM,40
Maine,Eagle Lake,REP,256,DEM,197
Maine,Easton,REP,467,DEM,241
Maine,Fort Fairfield,REP,985,DEM,674
Maine,Fort Kent,REP,1141,DEM,1069
Maine,Frenchville,REP,361,DEM,235
Maine,Garfield Plt.,REP,0,DEM,0
Maine,Glenwood Plt.,REP,0,DEM,0
Maine,Grand Isle,REP,119,DEM,107
Maine,Hamlin,REP,0,DEM,0
Maine,Hammond,REP,0,DEM,0
Maine,Haynesville,REP,0,DEM,0
Maine,Hersey,REP,33,DEM,8
Maine,Hodgdon,REP,613,DEM,113
Maine,Houlton,REP,1639,DEM,1046
Maine,Island Falls,REP,306,DEM,132
Maine,Limestone,REP,423,DEM,325
Maine,Linneus,REP,411,DEM,93
Maine,Littleton,REP,381,DEM,141
Maine,Ludlow,REP,0,DEM,0
Maine,Macwahoc Plt.,REP,30,DEM,12
Maine,Madawaska,REP,940,DEM,1143
Maine,Mapleton,REP,726,DEM,406
Maine,Mars Hill,REP,511,DEM,222
Maine,Masardis,REP,0,DEM,0
Maine,Merrill,REP,91,DEM,43
Maine,Monticello,REP,335,DEM,96
Maine,Moro Plt.,REP,0,DEM,0
Maine,Nashville Plt.,REP,16,DEM,7
Maine,New Canada,REP,93,DEM,61
Maine,New Limerick,REP,253,DEM,115
Maine,New Sweden,REP,178,DEM,137
Maine,Oakfield,REP,0,DEM,0
Maine,Orient,REP,0,DEM,0
Maine,Penobscot Nation Vot Dst,REP,0,DEM,0
Maine,Perham,REP,0,DEM,0
Maine,Portage Lake,REP,160,DEM,99
Maine,Presque Isle,REP,2266,DEM,1849
Maine,Reed Plt.,REP,0,DEM,0
Maine,Saint Agatha,REP,334,DEM,292
Maine,St. Francis,REP,0,DEM,0
Maine,St. John Plt.,REP,104,DEM,63
Maine,Sherman,REP,497,DEM,157
Maine,Smyrna,REP,111,DEM,46
Maine,Stockholm,REP,86,DEM,70
Maine,Van Buren,REP,0,DEM,0
Maine,Wade,REP,79,DEM,53
Maine,Wallagrass,REP,134,DEM,153
Maine,Washburn,REP,518,DEM,278
Maine,Westfield,REP,174,DEM,92
Maine,Westmanland,REP,0,DEM,0
Maine,Weston,REP,125,DEM,55
Maine,Winterville Plt.,REP,72,DEM,49
Maine,Woodland,REP,409,DEM,239
Maine,Baldwin,REP,623,DEM,350
Maine,Bridgton,REP,1528,DEM,1656
Maine,Brunswick,REP,3729,DEM,9708
Maine,Cape Elizabeth,REP,1462,DEM,5349
Maine,Casco,REP,1184,DEM,1036
Maine,Chebeague Island,REP,0,DEM,0
Maine,Cumberland,REP,1800,DEM,4074
Maine,Falmouth,REP,2672,DEM,6147
Maine,Freeport,REP,1675,DEM,4327
Maine,Frye Island,REP,19,DEM,38
Maine,Gorham,REP,4275,DEM,6460
Maine,Gray,REP,2557,DEM,2653
Maine,Harpswell,REP,1423,DEM,2379
Maine,Harrison,REP,796,DEM,741
Maine,Long Island,REP,53,DEM,133
Maine,Naples,REP,1389,DEM,1039
Maine,New Gloucester,REP,1757,DEM,1720
Maine,North Yarmouth,REP,1018,DEM,1862
Maine,Portland,REP,6483,DEM,33784
Maine,Pownal,REP,489,DEM,685
Maine,Raymond,REP,1472,DEM,1589
Maine,Scarborough,REP,5217,DEM,9487
Maine,Sebago,REP,719,DEM,529
Maine,South Portland,REP,3781,DEM,12075
Maine,Standish,REP,3076,DEM,2818
Maine,Westbrook,REP,3579,DEM,7359
Maine,Windham,REP,5276,DEM,5780
Maine,Yarmouth,REP,1439,DEM,4785
Maine,Avon,REP,0,DEM,0
Maine,Carrabassett Valley,REP,164,DEM,348
Maine,Carthage,REP,0,DEM,0
Maine,Chesterville,REP,0,DEM,0
Maine,Coplin Plt.,REP,0,DEM,0
Maine,Dallas Plt.,REP,0,DEM,0
Maine,Eustis,REP,253,DEM,173
Maine,Farmington,REP,1541,DEM,2225
Maine,Industry,REP,253,DEM,232
Maine,Jay,REP,1375,DEM,1220
Maine,Kingfield,REP,444,DEM,407
Maine,New Sharon,REP,528,DEM,391
Maine,New Vineyard,REP,293,DEM,154
Maine,Phillips,REP,0,DEM,0
Maine,Rangeley,REP,449,DEM,294
Maine,Rangeley Plt.,REP,86,DEM,57
Maine,Sandy River Plt.,REP,0,DEM,0
Maine,Strong,REP,526,DEM,266
Maine,Temple,REP,155,DEM,172
Maine,Weld,REP,144,DEM,149
Maine,Wilton,REP,1113,DEM,973
Maine,Amherst,REP,0,DEM,0
Maine,Aurora,REP,0,DEM,0
Maine,Bar Harbor,REP,804,DEM,2678
Maine,Blue Hill,REP,624,DEM,1310
Maine,Brooklin,REP,189,DEM,426
Maine,Brooksville,REP,219,DEM,450
Maine,Bucksport,REP,1481,DEM,1278
Maine,Castine,REP,136,DEM,346
Maine,Cranberry Isles,REP,36,DEM,95
Maine,Dedham,REP,582,DEM,545
Maine,Deer Isle,REP,496,DEM,806
Maine,Eastbrook,REP,0,DEM,0
Maine,Ellsworth,REP,2356,DEM,2273
Maine,Franklin,REP,459,DEM,0
Maine,Franklin,REP,459,DEM,381
Maine,Frenchboro,REP,19,DEM,12
Maine,Gouldsboro,REP,612,DEM,477
Maine,Great Pond,REP,25,DEM,18
Maine,Hancock,REP,778,DEM,0
Maine,Hancock,REP,778,DEM,659
Maine,Lamoine,REP,576,DEM,616
Maine,Mariaville,REP,0,DEM,0
Maine,Mount Desert,REP,381,DEM,1066
Maine,Orland,REP,693,DEM,691
Maine,Osborn,REP,0,DEM,0
Maine,Otis,REP,323,DEM,153
Maine,Penobscot,REP,306,DEM,0
Maine,Penobscot,REP,306,DEM,512
Maine,Sedgwick,REP,321,DEM,511
Maine,Sorrento,REP,0,DEM,0
Maine,Southwest Harbor,REP,381,DEM,728
Maine,Stonington,REP,220,DEM,409
Maine,Sullivan,REP,0,DEM,0
Maine,Surry,REP,464,DEM,596
Maine,Swan's Island,REP,129,DEM,132
Maine,Tremont,REP,422,DEM,590
Maine,Trenton,REP,451,DEM,509
Maine,Verona,REP,0,DEM,0
Maine,Waltham,REP,0,DEM,0
Maine,Winter Harbor,REP,179,DEM,145
Maine,Albion,REP,801,DEM,385
Maine,Augusta,REP,4155,DEM,5248
Maine,Belgrade,REP,1166,DEM,993
Maine,Benton,REP,984,DEM,607
Maine,Chelsea,REP,917,DEM,605
Maine,China,REP,1395,DEM,1107
Maine,Clinton,REP,1096,DEM,641
Maine,Farmingdale,REP,768,DEM,903
Maine,Fayette,REP,421,DEM,388
Maine,Gardiner,REP,1471,DEM,1694
Maine,Hallowell,REP,445,DEM,1277
Maine,Litchfield,REP,1260,DEM,850
Maine,Manchester,REP,810,DEM,832
Maine,Monmouth,REP,1397,DEM,1079
Maine,Mount Vernon,REP,0,DEM,0
Maine,Oakland,REP,1853,DEM,1681
Maine,Pittston,REP,1034,DEM,691
Maine,Randolph,REP,533,DEM,467
Maine,Readfield,REP,818,DEM,943
Maine,Rome,REP,350,DEM,340
Maine,Sidney,REP,1688,DEM,1184
Maine,Unity,REP,455,DEM,444
Maine,Vassalboro,REP,1394,DEM,1075
Maine,Vienna,REP,208,DEM,186
Maine,Waterville,REP,2619,DEM,4991
Maine,Wayne,REP,343,DEM,506
Maine,West Gardiner,REP,1317,DEM,1000
Maine,Windsor,REP,899,DEM,477
Maine,Winslow,REP,2360,DEM,2184
Maine,Winthrop,REP,1649,DEM,1963
Maine,Appleton,REP,407,DEM,478
Maine,Camden,REP,832,DEM,2931
Maine,Cushing,REP,520,DEM,424
Maine,Friendship,REP,477,DEM,309
Maine,Hope,REP,443,DEM,653
Maine,Isle Au Haut,REP,0,DEM,0
Maine,Matinicus Isle Plt.,REP,0,DEM,0
Maine,North Haven,REP,0,DEM,0
Maine,Owl's Head,REP,454,DEM,584
Maine,Rockland,REP,1363,DEM,2493
Maine,Rockport,REP,776,DEM,1694
Maine,St. George,REP,660,DEM,1108
Maine,South Thomaston,REP,403,DEM,574
Maine,Thomaston,REP,664,DEM,960
Maine,Union,REP,786,DEM,726
Maine,Vinalhaven,REP,287,DEM,531
Maine,Warren,REP,1258,DEM,918
Maine,Washington,REP,540,DEM,0
Maine,Washington,REP,540,DEM,415
Maine,Alna,REP,174,DEM,320
Maine,Boothbay,REP,922,DEM,1229
Maine,Boothbay Harbor,REP,545,DEM,814
Maine,Bremen,REP,0,DEM,0
Maine,Bristol,REP,808,DEM,1275
Maine,Damariscotta,REP,463,DEM,980
Maine,Dresden,REP,580,DEM,542
Maine,Edgecomb,REP,0,DEM,0
Maine,Jefferson,REP,951,DEM,679
Maine,Monhegan Plt.,REP,7,DEM,51
Maine,Newcastle,REP,403,DEM,923
Maine,Nobleboro,REP,559,DEM,729
Maine,Somerville,REP,213,DEM,131
Maine,South Bristol,REP,261,DEM,429
Maine,Southport,REP,173,DEM,306
Maine,Waldoboro,REP,1568,DEM,1294
Maine,Westport,REP,231,DEM,303
Maine,Whitefield,REP,753,DEM,688
Maine,Wiscasset,REP,1112,DEM,1114
Maine,Andover,REP,293,DEM,223
Maine,Bethel,REP,749,DEM,1006
Maine,Brownfield,REP,466,DEM,468
Maine,Buckfield,REP,636,DEM,436
Maine,Byron,REP,0,DEM,0
Maine,Canton,REP,374,DEM,154
Maine,Denmark,REP,392,DEM,404
Maine,Dixfield,REP,803,DEM,460
Maine,Fryeburg,REP,813,DEM,1060
Maine,Gilead,REP,0,DEM,0
Maine,Greenwood,REP,242,DEM,278
Maine,Hanover,REP,92,DEM,101
Maine,Hartford,REP,428,DEM,278
Maine,Hebron,REP,427,DEM,323
Maine,Hiram,REP,528,DEM,373
Maine,Lincoln Plt.,REP,0,DEM,0
Maine,Lovell,REP,353,DEM,399
Maine,Magalloway Plt.,REP,0,DEM,0
Maine,Mexico,REP,676,DEM,556
Maine,Newry,REP,119,DEM,163
Maine,Norway,REP,1363,DEM,1400
Maine,Otisfield,REP,605,DEM,535
Maine,Oxford,REP,1456,DEM,0
Maine,Oxford,REP,1456,DEM,807
Maine,Paris,REP,1494,DEM,1280
Maine,Peru,REP,561,DEM,322
Maine,Porter,REP,521,DEM,328
Maine,Roxbury,REP,0,DEM,0
Maine,Rumford,REP,1502,DEM,1275
Maine,Stoneham,REP,0,DEM,0
Maine,Stow,REP,0,DEM,0
Maine,Sumner,REP,324,DEM,206
Maine,Sweden,REP,0,DEM,0
Maine,Upton,REP,0,DEM,0
Maine,Waterford,REP,557,DEM,452
Maine,West Paris,REP,552,DEM,372
Maine,Woodstock,REP,534,DEM,368
Maine,Alton,REP,0,DEM,0
Maine,Bangor,REP,5498,DEM,8575
Maine,Bradford,REP,0,DEM,0
Maine,Bradley,REP,485,DEM,378
Maine,Brewer,REP,2568,DEM,2533
Maine,Burlington,REP,145,DEM,56
Maine,Carmel,REP,1183,DEM,560
Maine,Carroll Plt.,REP,73,DEM,17
Maine,Charleston,REP,580,DEM,164
Maine,Chester,REP,0,DEM,0
Maine,Clifton,REP,324,DEM,187
Maine,Corinna,REP,847,DEM,363
Maine,Corinth,REP,1147,DEM,390
Maine,Dexter,REP,1169,DEM,617
Maine,Dixmont,REP,446,DEM,265
Maine,Drew Plt.,REP,0,DEM,0
Maine,East Millinocket,REP,1470,DEM,1144
Maine,Eddington,REP,903,DEM,503
Maine,Edinburg,REP,0,DEM,0
Maine,Enfield,REP,585,DEM,279
Maine,Etna,REP,495,DEM,216
Maine,Exeter,REP,366,DEM,190
Maine,Garland,REP,409,DEM,177
Maine,Glenburn,REP,1612,DEM,1108
Maine,Greenbush,REP,499,DEM,193
Maine,Hampden,REP,2265,DEM,2451
Maine,Hermon,REP,2427,DEM,1447
Maine,Holden,REP,1200,DEM,871
Maine,Howland,REP,390,DEM,221
Maine,Hudson,REP,484,DEM,120
Maine,Kenduskeag,REP,514,DEM,242
Maine,LaGrange,REP,0,DEM,0
Maine,Lakeville,REP,0,DEM,0
Maine,Lee,REP,350,DEM,140
Maine,Levant,REP,1149,DEM,477
Maine,Lincoln,REP,1723,DEM,813
Maine,Lowell,REP,193,DEM,56
Maine,Mattawamkeag,REP,257,DEM,120
Maine,Maxfield,REP,0,DEM,0
Maine,Medway,REP,0,DEM,0
Maine,Milford,REP,922,DEM,861
Maine,Millinocket,REP,1310,DEM,1049
Maine,Mount Chase,REP,81,DEM,39
Maine,Newburgh,REP,599,DEM,366
Maine,Newport,REP,0,DEM,0
Maine,Old Town,REP,1668,DEM,2365
Maine,Orono,REP,1200,DEM,3728
Maine,Orrington,REP,1405,DEM,1089
Maine,Passadumkeag,REP,0,DEM,0
Maine,Patten,REP,0,DEM,0
Maine,Plymouth,REP,505,DEM,230
Maine,Seboeis Plt.,REP,19,DEM,22
Maine,Springfield,REP,0,DEM,0
Maine,Stacyville,REP,0,DEM,0
Maine,Stetson,REP,0,DEM,0
Maine,Veazie,REP,522,DEM,645
Maine,Webster Plt.,REP,0,DEM,0
Maine,Winn,REP,145,DEM,60
Maine,Woodville,REP,0,DEM,0
Maine,Abbot,REP,288,DEM,121
Maine,Atkinson,REP,122,DEM,49
Maine,Beaver Cove,REP,0,DEM,0
Maine,Bowerbank,REP,0,DEM,0
Maine,Brownville,REP,467,DEM,280
Maine,Dover-Foxcroft,REP,1356,DEM,914
Maine,Greenville,REP,644,DEM,486
Maine,Guilford,REP,466,DEM,248
Maine,Kingsbury Plt.,REP,0,DEM,0
Maine,Lake View Plt.,REP,0,DEM,0
Maine,Medford,REP,112,DEM,46
Maine,Milo,REP,781,DEM,410
Maine,Monson,REP,289,DEM,173
Maine,Parkman,REP,333,DEM,148
Maine,Sangerville,REP,479,DEM,255
Maine,Sebec,REP,305,DEM,117
Maine,Shirley,REP,0,DEM,0
Maine,Wellington,REP,0,DEM,0
Maine,Willimantic,REP,0,DEM,0
Maine,Arrowsic,REP,104,DEM,260
